,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO,inSNP500,Index
1874,0,31,7580000000.0,1,631970.0,96.80,-30.29,3.9,10000+ Employees,1996.0,$10+ billion (USD),4.4,4.1,0,NYSE
1875,1,22,10640000000.0,1,519580.00000000006,-11.50,23.49,3.7,1001 to 5000 Employees,1968.0,$2 to $5 billion (USD),3.5,4.45,0,NASD
1876,1,33,5050000000.0,0,903590.0,677.48,365.12,4.4,1 to 50 Employees,1996.0,$1 to $5 million (USD),3.95,5.0,0,NASD
1877,1,121,4190000000.0000005,1,648220.0,-6.40,94.40,3.4,1001 to 5000 Employees,1995.0,$100 to $500 million (USD),3.0,3.95,0,NASD
1878,1,41,64260000.00000001,1,1840000.0,130.40,350.14,3.7,201 to 500 Employees,1992.0,$25 to $50 million (USD),4.05,3.25,0,NASD
1879,1,20,5830000000.0,1,2180000.0,171.00,-52.54,3.4,1001 to 5000 Employees,1972.0,$1 to $2 billion (USD),2.2,3.1,0,NYSE
1880,1,17,137130000.0,0,538750.0,-31.50,-1.50,2.8,1 to 50 Employees,1996.0,$5 to $10 million (USD),3.15,0.0,0,NASD
1881,1,71,747580000.0,0,437860.0,80.70,3.55,3.1,501 to 1000 Employees,1999.0,$100 to $500 million (USD),2.25,2.6,0,NASD
1882,1,118,87190000000.0,0,1470000.0,10.20,436.60,4.2,10000+ Employees,1980.0,$5 to $10 billion (USD),4.4,4.9,1,NASD
1883,1,39,1200000000.0,1,703780.0,-33.70,60.20,3.1,5001 to 10000 Employees,1999.0,$500 million to $1 billion (USD),2.6,3.35,0,NYSE
1884,1,119,6860000000.0,0,1740000.0,5.90,436.60,4.1,501 to 1000 Employees,1983.0,$100 to $500 million (USD),4.2,4.55,0,NASD
1885,1,108,388670000.0,0,93500.0,-228.40,55.00,3.3,51 to 200 Employees,1996.0,$100 to $500 million (USD),2.85,5.0,0,NASD
1886,1,91,265240000.0,0,60340.0,28.40,56.10,3.2,51 to 200 Employees,2015.0,$100 to $500 million (USD),2.5,5.0,0,AMEX
1887,1,101,8130000000.000001,1,496690.0,-42.40,6.16,3.2,1001 to 5000 Employees,1985.0,$100 to $500 million (USD),2.1,2.75,0,NYSE
1888,1,69,5640000000.0,0,267500.0,677.48,317.70,4.0,1001 to 5000 Employees,1988.0,$2 to $5 billion (USD),3.85,4.75,0,NASD
1889,1,40,38970000.0,1,153260.0,1.80,373.30,4.0,201 to 500 Employees,1996.0,$100 to $500 million (USD),3.9,4.8,0,NASD
1890,1,125,2530000000.0,1,2680000.0,-137.60,190.08,2.8,501 to 1000 Employees,1996.0,$100 to $500 million (USD),2.5,5.0,0,NYSE
1891,1,26,156840000.0,0,157320.0,77.80,75.76,3.8,201 to 500 Employees,1989.0,$25 to $50 million (USD),4.4,5.0,0,NASD
1892,1,115,116770000.0,0,43080.0,-90.10,0.00,3.4,5001 to 10000 Employees,1947.0,$100 to $500 million (USD),2.5,2.75,0,NYSE
1893,0,7,44100000000.0,1,1250000.0,677.48,444.50,4.4,10000+ Employees,1998.0,$2 to $5 billion (USD),4.45,4.75,0,NASD
1894,1,130,15500000000.0,0,9740000.0,76.80,-14.41,3.3,10000+ Employees,1930.0,$10+ billion (USD),2.8,3.4,1,NYSE
1895,1,116,326760000.0,0,165200.0,-8.70,33.00,3.4,201 to 500 Employees,1990.0,$50 to $100 million (USD),2.15,3.95,0,NASD
1896,1,78,1540000000.0,0,472870.0,-418.60,15.50,3.7,51 to 200 Employees,2001.0,$100 to $500 million (USD),3.75,5.0,0,NASD
1897,1,114,40320000000.0,0,5140000.0,677.48,511.58,4.4,10000+ Employees,2004.0,$10+ billion (USD),4.35,4.2,1,NYSE
1898,1,91,11180000000.0,0,916410.0,-21.30,41.76,3.5,5001 to 10000 Employees,1950.0,$5 to $10 billion (USD),3.75,4.5,1,NYSE
1899,1,91,80650000.0,1,19730.0,561.10,0.00,3.5,201 to 500 Employees,1986.0,$100 to $500 million (USD),3.15,1.9,0,NASD
1900,0,126,593310000.0,1,86460.0,138.30,22.91,3.0,1001 to 5000 Employees,1897.0,$100 to $500 million (USD),2.5,3.7,0,NYSE
1901,1,98,3620000000.0,1,2270000.0,-42.60,501.26,4.3,51 to 200 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
1902,1,17,665790000.0,0,732720.0,-147.40,60.20,3.4,51 to 200 Employees,1995.0,$1 to $5 million (USD),3.0,3.8,0,NASD
1903,1,23,170290000.0,1,176440.0,-2.50,36.30,3.1,1001 to 5000 Employees,1968.0,$100 to $500 million (USD),3.35,3.25,0,NYSE
1904,1,125,33650000000.0,1,1570000.0,-55.80,60.20,3.8,10000+ Employees,2007.0,$10+ billion (USD),3.9,4.8,1,NYSE
1905,1,121,19110000000.0,1,6940000.0,50.90,317.70,4.0,5001 to 10000 Employees,2012.0,$100 to $500 million (USD),3.55,4.2,0,NASD
1906,0,13,44990000000.0,1,5440000.0,-64.80,60.20,3.9,10000+ Employees,1695.0,$100 to $500 million (USD),3.75,4.55,0,NYSE
1907,1,17,110240000.0,0,114560.0,-96.90,50.20,3.3,1 to 50 Employees,1996.0,$100 to $500 million (USD),0.0,5.0,0,NASD
1908,1,41,204410000.0,0,131020.00000000001,-157.90,40.30,2.9,1001 to 5000 Employees,1976.0,$100 to $500 million (USD),2.5,3.2,0,NASD
1909,1,45,18640000000.0,0,2049999.9999999998,55.30,399.64,4.1,10000+ Employees,2005.0,$5 to $10 billion (USD),4.2,4.5,1,NYSE
1910,1,52,1680000000.0,1,351320.0,14.60,18.54,3.6,5001 to 10000 Employees,1927.0,$1 to $2 billion (USD),3.15,3.95,0,NYSE
1911,1,33,362930000000.0,0,3360000.0,-19.50,365.12,4.3,10000+ Employees,1966.0,$5 to $10 billion (USD),4.4,4.85,1,NYSE
1912,1,104,19210000000.0,1,613390.0,677.48,380.10,4.0,1001 to 5000 Employees,1977.0,$1 to $2 billion (USD),4.2,4.75,1,NYSE
1913,1,105,3650000000.0,0,5780000.0,677.48,226.50,4.0,501 to 1000 Employees,1976.0,$1 to $2 billion (USD),3.6,4.6,0,NYSE
1914,1,17,87170000.0,0,37970.0,85.80,0.00,3.2,51 to 200 Employees,2002.0,$50 to $100 million (USD),2.3,2.65,0,NASD
1915,0,117,104720000.0,0,58450.0,-84.30,0.00,2.0,201 to 500 Employees,1996.0,$100 to $500 million (USD),0.0,0.0,0,NASD
1916,1,8,2760000000.0,0,329940.0,-78.30,4.42,3.6,51 to 200 Employees,1996.0,$100 to $500 million (USD),3.75,5.0,0,NYSE
1917,1,128,6210000000.0,1,367820.0,-94.70,29.33,3.8,10000+ Employees,1948.0,$10+ billion (USD),3.65,4.35,0,NYSE
1918,1,121,8800000000.0,1,357210.0,2.90,289.54,4.0,1001 to 5000 Employees,1990.0,$500 million to $1 billion (USD),4.2,4.55,0,NASD
1919,1,121,3510000000.0,1,155460.0,4.80,352.50,4.2,5001 to 10000 Employees,1968.0,$1 to $2 billion (USD),4.3,4.75,0,NASD
1920,0,72,2520000000.0,1,356740.0,-181.70,290.40,3.2,5001 to 10000 Employees,1928.0,$500 million to $1 billion (USD),2.45,2.55,0,NYSE
1921,1,73,45360000000.0,1,2049999.9999999998,-121.60,399.64,4.1,10000+ Employees,1927.0,$10+ billion (USD),4.1,5.0,1,NASD
1922,1,22,2870000000.0,1,19640000.0,75.70,365.12,5.0,1 to 50 Employees,2013.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1923,1,70,183760000.0,0,2250000.0,69.10,15.40,1.5,1 to 50 Employees,1996.0,$100 to $500 million (USD),1.65,0.0,0,NASD
1924,1,85,8990000.0,1,19780.0,677.48,365.12,4.5,1 to 50 Employees,1996.0,$1 to $5 million (USD),5.0,5.0,0,NASD
1925,1,20,14610000000.0,1,1940000.0,38.10,410.80,4.0,10000+ Employees,1929.0,$5 to $10 billion (USD),3.85,4.95,1,NYSE
1926,1,80,13000000000.0,1,333480.0,20.50,14.54,3.8,1001 to 5000 Employees,1989.0,$1 to $2 billion (USD),3.5,4.5,0,NASD
1927,1,78,1140000000.0,1,287370.0,677.48,-26.54,4.7,51 to 200 Employees,2012.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1928,1,72,6610000000.0,0,2340000.0,158.80,29.17,3.9,10000+ Employees,1945.0,$5 to $10 billion (USD),3.65,4.55,0,NASD
1929,1,29,1120000000.0,0,115410.0,-132.90,2.61,2.9,10000+ Employees,1850.0,$1 to $2 billion (USD),2.05,2.3,0,NASD
1930,1,76,2590000000.0,1,298800.0,140.90,-39.83,3.8,1001 to 5000 Employees,1882.0,$2 to $5 billion (USD),4.25,4.75,0,NYSE
1931,1,70,2520000000.0,1,406950.0,677.48,-26.54,4.4,51 to 200 Employees,2011.0,$100 to $500 million (USD),4.25,4.55,0,NYSE
1932,0,123,762170000.0,1,903400.0,32.40,399.64,4.1,1001 to 5000 Employees,2020.0,$100 to $500 million (USD),4.25,5.0,0,NASD
1933,1,26,2790000000.0,1,1570000.0,677.48,365.90,4.0,5001 to 10000 Employees,1996.0,$2 to $5 billion (USD),4.0,4.7,0,NYSE
1934,1,2,295360000.0,0,456850.0,57.00,71.40,3.1,51 to 200 Employees,1996.0,$10 to $25 million (USD),2.7,5.0,0,NASD
1935,1,13,1230000000.0,0,62900.0,143.50,-16.55,3.6,51 to 200 Employees,1996.0,$50 to $100 million (USD),4.5,2.65,0,NASD
1936,1,17,301960000.0,0,1940000.0,11.30,-26.54,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
1937,0,130,9550000000.0,0,3000000.0,20.70,8.55,3.9,10000+ Employees,1996.0,$10+ billion (USD),3.3,3.8,0,NYSE
1938,1,111,1470000000.0,1,170860.0,-6.30,16.91,3.5,501 to 1000 Employees,1982.0,$100 to $500 million (USD),3.6,3.75,0,NASD
1939,1,13,474770000.0,1,46800.0,-10.00,60.20,3.9,501 to 1000 Employees,1997.0,$100 to $500 million (USD),3.3,5.0,0,NASD
1940,1,22,3460000000.0,0,405000.0,55.60,-3.94,3.8,501 to 1000 Employees,2007.0,$500 million to $1 billion (USD),3.7,4.25,0,NYSE
1941,1,13,521669999.99999994,0,41490.0,30.90,17.68,3.4,51 to 200 Employees,1996.0,$25 to $50 million (USD),4.0,5.0,0,NYSE
1942,1,13,305330000.0,1,63020.0,-5.80,60.20,3.5,201 to 500 Employees,1997.0,$50 to $100 million (USD),2.4,4.1,0,NASD
1943,1,13,455540000.0,1,27590.0,-19.50,5.39,3.9,201 to 500 Employees,2006.0,$1 to $2 billion (USD),3.3,5.0,0,NASD
1944,1,84,881250000.0,1,1160000.0,59.30,23.08,1.5,51 to 200 Employees,1996.0,$50 to $100 million (USD),0.0,5.0,0,AMEX
1945,1,121,12130000000.0,1,1030000.0,-33.00,34.74,3.6,5001 to 10000 Employees,1987.0,$10+ billion (USD),3.0,3.15,0,NASD
1946,1,111,479230000.0,1,273320.0,-212.80,14.49,3.9,201 to 500 Employees,2000.0,$100 to $500 million (USD),3.45,4.0,0,NASD
1947,1,119,39660000000.0,1,1740000.0,-42.00,8.48,3.9,10000+ Employees,1989.0,$2 to $5 billion (USD),3.95,4.6,1,NASD
1948,1,0,119220000.0,1,89190.0,-324.30,95.70,3.4,201 to 500 Employees,2003.0,$100 to $500 million (USD),3.2,2.8,0,NASD
1949,1,79,28600000000.0,0,1050000.0,-667.60,7.81,3.7,10000+ Employees,1833.0,$10+ billion (USD),3.65,4.5,1,NYSE
1950,1,49,64379999999.99999,0,720910.0,26.60,6.46,3.8,10000+ Employees,1900.0,$2 to $5 billion (USD),3.75,4.3,1,NYSE
1951,1,17,2000000000.0,1,773900.0,10.00,20.40,3.8,201 to 500 Employees,2010.0,Less than $1 million (USD),3.25,3.7,0,NASD
1952,1,114,1190000000.0,1,67090.0,-26.30,-39.12,2.7,1001 to 5000 Employees,1993.0,$100 to $500 million (USD),1.95,1.55,0,NASD
1953,1,45,670690000.0,0,337490.0,-446.20,104.70,3.5,5001 to 10000 Employees,1996.0,$500 million to $1 billion (USD),2.95,3.35,0,NYSE
1954,1,65,3200000000.0,1,261100.00000000003,17.00,-13.84,3.7,1001 to 5000 Employees,1961.0,$2 to $5 billion (USD),3.6,4.4,0,NYSE
1955,1,77,2650000000.0,1,729950.0,-122.70,24.11,3.0,10000+ Employees,1979.0,$2 to $5 billion (USD),2.15,2.35,0,NYSE
1956,1,122,23540000000.0,1,879450.0,677.48,365.12,4.5,1001 to 5000 Employees,2007.0,$100 to $500 million (USD),4.45,4.8,0,NASD
1957,1,113,3600000000.0,1,502430.0,50.10,14.11,1.6,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
1958,1,121,4330000000.0,0,1510000.0,-21.20,123.60,4.2,1001 to 5000 Employees,2001.0,$100 to $500 million (USD),3.95,4.8,0,NYSE
1959,1,28,87080000000.0,0,7220000.0,-8.60,7.40,3.9,10000+ Employees,2012.0,$10+ billion (USD),3.9,4.45,1,NASD
1960,1,97,1660000000.0,1,488960.0,-979.40,60.20,3.5,5001 to 10000 Employees,1902.0,$2 to $5 billion (USD),3.15,3.3,0,NYSE
1961,1,56,2470000000.0,0,1630000.0,42.50,13.63,3.7,5001 to 10000 Employees,1986.0,$1 to $2 billion (USD),3.4,3.75,0,NASD
1962,0,78,167410000000.0,0,4790000.0,2.30,373.30,4.1,10000+ Employees,1949.0,$10+ billion (USD),4.1,4.65,1,NYSE
1963,1,19,6120000000.0,1,1060000.0,15.40,6.15,3.3,5001 to 10000 Employees,1924.0,$2 to $5 billion (USD),2.95,3.8,0,NYSE
1964,0,38,448780000.0,1,41330.0,-19.30,-5.90,2.9,51 to 200 Employees,1996.0,$100 to $500 million (USD),2.05,2.95,0,NASD
1965,1,78,1330000000.0,0,557540.0,-221.80,74.10,3.2,501 to 1000 Employees,1996.0,$100 to $500 million (USD),3.1,2.55,0,NASD
1966,1,81,440780000.0,0,46540.0,-30.80,202.86,2.8,1001 to 5000 Employees,1946.0,$500 million to $1 billion (USD),2.55,3.1,0,NYSE
1967,1,94,3110000000.0,0,125430.0,35.00,365.12,4.3,501 to 1000 Employees,1980.0,$500 million to $1 billion (USD),4.4,4.6,0,NYSE
1968,1,35,6320000000.0,0,186610.0,44.20,15.71,3.1,1001 to 5000 Employees,1992.0,$100 to $500 million (USD),2.65,2.4,0,NASD
1969,1,95,45590000.0,0,3300000.0,-586.10,258.30,3.8,1 to 50 Employees,2012.0,$100 to $500 million (USD),3.8,5.0,0,NASD
1970,1,144,1280000000.0,0,208230.0,-205.40,327.80,2.9,1001 to 5000 Employees,2012.0,$100 to $500 million (USD),2.15,3.3,0,NYSE
1971,1,41,1760000000.0,1,204140.0,41.50,9.90,3.1,5001 to 10000 Employees,1996.0,$1 to $2 billion (USD),2.2,2.1,0,NYSE
1972,0,71,72170000000.0,1,457260.0,99.60,436.60,4.6,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),4.6,5.0,0,NASD
1973,0,23,2470000000.0,0,292020.0,-279.70,-41.90,3.7,1001 to 5000 Employees,1992.0,$2 to $5 billion (USD),3.5,4.35,0,NASD
1974,0,93,799480000.0,0,274340.0,677.48,436.60,4.6,1001 to 5000 Employees,1996.0,$1 to $2 billion (USD),5.0,5.0,0,NASD
1975,1,3,319810000.0,0,918040.0,-42.70,44.96,3.0,1001 to 5000 Employees,1982.0,$500 million to $1 billion (USD),2.65,2.3,0,NASD
1976,0,17,1010000000.0,1,221710.0,18.90,27.30,3.5,51 to 200 Employees,1996.0,$100 to $500 million (USD),3.55,5.0,0,NASD
1977,1,64,50860000000.0,0,4630000.0,-6.20,0.51,3.8,10000+ Employees,1868.0,$10+ billion (USD),3.75,4.5,1,NYSE
1978,1,102,2040000000.0,0,3630000.0,-297.90,6.68,3.5,51 to 200 Employees,1997.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
1979,0,64,37600000000.0,0,3250000.0,6.00,354.50,4.0,10000+ Employees,1887.0,$25 to $50 million (USD),3.95,4.65,0,NYSE
1980,1,33,219280000.0,0,45330.0,188.70,28.33,3.3,51 to 200 Employees,1995.0,$25 to $50 million (USD),2.7,3.15,0,NASD
1981,1,13,208970000.0,0,323800.0,677.48,373.30,4.0,51 to 200 Employees,1974.0,$25 to $50 million (USD),3.6,5.0,0,NASD
1982,1,117,290820000.0,0,110210.0,242.10,155.56,3.4,5001 to 10000 Employees,1994.0,$500 million to $1 billion (USD),3.05,3.75,0,NYSE
1983,0,11,26570000000.0,1,1420000.0,-54.90,21.25,3.8,10000+ Employees,1957.0,$10+ billion (USD),3.7,4.45,0,NYSE
1984,1,138,2630000000.0,1,83800.0,3.60,319.20,4.0,501 to 1000 Employees,2001.0,$500 million to $1 billion (USD),4.15,4.6,0,NASD
1985,1,33,814180000.0,1,2470000.0,87.80,233.33,3.5,1001 to 5000 Employees,1940.0,$1 to $2 billion (USD),3.1,3.75,0,NASD
1986,0,121,735600000.0,0,37980.0,24.10,12.05,3.4,1001 to 5000 Employees,1996.0,$500 million to $1 billion (USD),2.65,4.2,0,NASD
1987,1,57,2470000000.0,1,201540.0,-69.10,18.59,3.4,10000+ Employees,1969.0,$5 to $10 billion (USD),3.2,3.95,0,NASD
1988,1,114,19790000000.0,1,7560000.0,-152.00,109.00,3.6,10000+ Employees,2001.0,$10+ billion (USD),3.3,3.6,1,NYSE
1989,1,0,3760000000.0,1,2660000.0,-14.10,44.03,3.0,501 to 1000 Employees,2007.0,$100 to $500 million (USD),0.0,5.0,0,NASD
1990,1,17,1350000000.0,0,787180.0,21.60,-17.90,3.7,201 to 500 Employees,2000.0,$100 to $500 million (USD),4.2,3.8,0,NASD
1991,1,98,17940000000.0,0,1040000.0,36.40,2.34,3.5,10000+ Employees,1996.0,$2 to $5 billion (USD),2.95,3.25,0,NYSE
1992,1,91,1350000000.0,1,122620.0,4.50,13.49,3.5,201 to 500 Employees,1941.0,$100 to $500 million (USD),1.85,5.0,0,NASD
1993,1,112,1860000000.0,1,88220.0,5.70,14.82,3.6,1001 to 5000 Employees,1979.0,$100 to $500 million (USD),3.7,5.0,0,NASD
1994,1,17,531360000.0,1,181230.0,17.70,-2.80,3.5,51 to 200 Employees,2016.0,$100 to $500 million (USD),2.75,3.05,0,NASD
1995,1,17,679220000.0,1,87930.0,6.90,4.00,3.5,51 to 200 Employees,1996.0,$100 to $500 million (USD),3.65,5.0,0,NASD
1996,1,128,162990000.0,1,35530.0,-16.80,444.50,4.1,1001 to 5000 Employees,1986.0,$100 to $500 million (USD),4.5,4.5,0,AMEX
1997,1,52,12450000000.0,1,558070.0,-29.90,8.34,3.6,10000+ Employees,1920.0,$5 to $10 billion (USD),3.3,4.05,1,NYSE
1998,0,66,301450000.0,0,201660.0,170.80,665.10,5.0,201 to 500 Employees,1996.0,$2 to $5 billion (USD),5.0,5.0,0,NASD
1999,1,113,1770000000.0,1,284920.0,83.60,10.08,3.4,1001 to 5000 Employees,1976.0,$1 to $5 million (USD),2.5,3.4,0,NYSE
2000,1,4,3360000000.0,1,1130000.0,-829.40,38.10,3.9,10000+ Employees,1969.0,$5 to $10 billion (USD),4.0,4.85,0,NYSE
2001,1,27,264180000.0,0,3500000.0,-111.00,206.20,1.0,51 to 200 Employees,1996.0,$100 to $500 million (USD),0.0,5.0,0,NASD
2002,1,126,8830000000.0,1,678870.0,-40.60,13.18,3.5,5001 to 10000 Employees,1983.0,$1 to $2 billion (USD),3.45,5.0,0,NASD
2003,0,122,3450000000.0,0,686390.0,7.00,17.02,3.8,1001 to 5000 Employees,2003.0,$500 million to $1 billion (USD),3.7,4.7,0,NASD
2004,1,116,26670000.0,1,83730.0,677.48,599.60,5.0,1 to 50 Employees,2019.0,Less than $1 million (USD),5.0,5.0,0,NASD
2005,0,17,87790000.0,0,5310000.0,40.50,-16.70,3.7,51 to 200 Employees,1996.0,$100 to $500 million (USD),2.8,5.0,0,NASD
2006,1,102,201540000.0,1,1000000.0,586.20,365.12,4.7,501 to 1000 Employees,1908.0,$100 to $500 million (USD),4.7,4.75,0,NYSE
2007,1,121,344750000.0,1,46620.0,-26.40,-41.65,3.7,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),3.75,4.65,0,NYSE
2008,1,91,22960000000.0,1,1300000.0,6.20,380.10,4.0,10000+ Employees,1889.0,$5 to $10 billion (USD),3.9,4.55,1,NYSE
2009,1,135,52970000.0,0,636440.0,-39.50,15.20,2.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),1.2,5.0,0,NASD
2010,1,65,15840000000.0,0,48820.0,-56.90,21.73,2.7,51 to 200 Employees,1996.0,$25 to $50 million (USD),1.95,5.0,0,NYSE
2011,1,116,9520000000.0,0,334040.0,148.50,8.13,3.1,1001 to 5000 Employees,1961.0,$1 to $2 billion (USD),2.7,3.95,0,NASD
2012,1,22,16770000000.0,1,287460.0,45.40,471.95,4.2,501 to 1000 Employees,2000.0,$100 to $500 million (USD),3.95,4.45,1,NASD
2013,1,116,103820000.0,1,147770.0,500.40,0.00,3.5,1 to 50 Employees,1996.0,$5 to $10 million (USD),5.0,5.0,0,NASD
2014,1,116,1330000000.0,1,26130.0,107.00,110.27,3.1,201 to 500 Employees,1982.0,$50 to $100 million (USD),2.35,2.85,0,NASD
2015,0,114,8189999999.999999,1,2370000.0,-441.30,190.90,3.5,10000+ Employees,1996.0,$100 to $500 million (USD),2.9,5.0,0,NASD
2016,1,21,2630000000.0,1,739150.0,677.48,290.30,4.0,5001 to 10000 Employees,1905.0,$2 to $5 billion (USD),4.0,4.55,0,NASD
2017,1,81,2410000000.0,1,240710.0,-38.00,-12.20,2.8,1001 to 5000 Employees,1969.0,$2 to $5 billion (USD),1.8,2.0,0,NYSE
2018,1,19,20760000000.0,1,418570.0,18.50,11.80,3.9,5001 to 10000 Employees,1939.0,$2 to $5 billion (USD),4.0,4.65,1,NYSE
2019,1,108,199200000.0,0,28280.0,67.80,0.00,3.4,1 to 50 Employees,1996.0,$25 to $50 million (USD),0.0,5.0,0,NYSE
2020,1,11,436290000.0,0,37330.0,-23.80,0.00,3.7,1001 to 5000 Employees,1990.0,$500 million to $1 billion (USD),2.75,4.1,0,NYSE
2021,1,80,129430000.0,0,397440.0,-29.30,0.00,2.5,1 to 50 Employees,1996.0,$5 to $10 million (USD),0.0,5.0,0,AMEX
