,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO,inSNP500,Index
2755,1,8,218250000.0,1,51270.0,6.60,11.04,4.9,51 to 200 Employees,1996.0,$50 to $100 million (USD),5.0,5.0,0,NASD
2756,0,121,169580000000.0,0,783140.0,56.50,0.22,4.5,10000+ Employees,1972.0,$10+ billion (USD),4.7,4.8,0,NYSE
2757,1,13,2000000000.0,1,163190.0,-32.90,-24.80,3.3,1001 to 5000 Employees,1868.0,$100 to $500 million (USD),3.3,3.55,0,NASD
2758,1,26,2450000000.0,1,632830.0,61.20,91.00,3.9,1001 to 5000 Employees,1980.0,$2 to $5 billion (USD),3.8,4.55,0,NASD
2759,1,3,3570000000.0,1,3550000.0,770.48,365.90,4.0,10000+ Employees,1980.0,$2 to $5 billion (USD),4.25,4.65,0,NYSE
2760,0,76,397060000.0,0,1840000.0,770.48,380.10,4.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
2761,1,106,34960000000.0,0,632140.0,880.50,612.74,4.6,1001 to 5000 Employees,1989.0,$1 to $2 billion (USD),4.8,4.95,1,NASD
2762,1,17,195980000.0,1,1340000.0,14.80,2100.24,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
2763,1,13,1860000000.0,1,209220.0,-24.00,10.00,3.5,501 to 1000 Employees,1926.0,$100 to $500 million (USD),3.15,4.25,0,NASD
2764,1,18,2400000000.0,1,602210.0,84.40,103.60,3.2,5001 to 10000 Employees,1986.0,$2 to $5 billion (USD),2.3,2.65,0,NASD
2765,1,127,2060000000.0,0,1330000.0,-55.80,4.75,3.1,10000+ Employees,1964.0,$2 to $5 billion (USD),2.15,2.5,0,NYSE
2766,0,76,2150000000.0,1,1780000.0,158.00,-5.58,1.9,1 to 50 Employees,1996.0,$100 to $500 million (USD),0.0,0.0,0,NASD
2767,1,13,13280000000.0,1,579950.0,-8.00,17.24,3.1,501 to 1000 Employees,2001.0,$1 to $2 billion (USD),2.8,2.75,0,NASD
2768,1,84,266850000.00000003,0,122490.0,880.50,297.60,4.5,51 to 200 Employees,1996.0,$100 to $500 million (USD),2.5,5.0,0,NYSE
2769,0,142,5040000000.0,0,1410000.0,-71.10,297.60,4.3,10000+ Employees,1996.0,$10+ billion (USD),4.7,5.0,0,NYSE
2770,1,13,1260000000.0,1,117580.0,12.20,12.00,3.2,501 to 1000 Employees,1960.0,$100 to $500 million (USD),2.75,3.15,0,NASD
2771,1,13,229160000.0,1,49830.0,-145.50,44.33,3.0,1001 to 5000 Employees,1966.0,$10+ billion (USD),2.35,3.65,0,NASD
2772,1,17,1090000000.0,0,192600.0,-37.50,15.00,3.1,1 to 50 Employees,1996.0,$100 to $500 million (USD),3.55,5.0,0,NASD
2773,1,33,10710000000.0,1,782770.0,0.20,40.00,3.6,5001 to 10000 Employees,1856.0,$500 million to $1 billion (USD),3.1,4.25,0,NYSE
2774,1,32,46000000000.0,0,1490000.0,5.70,465.00,4.4,10000+ Employees,1996.0,$5 to $10 billion (USD),5.0,5.0,0,NYSE
2775,1,97,1290000000.0,0,193080.0,-390.50,0.00,3.5,5001 to 10000 Employees,1920.0,$1 to $2 billion (USD),2.8,3.8,0,NASD
2776,1,129,1280000000.0,0,367620.0,-107.30,352.50,4.1,1001 to 5000 Employees,1906.0,$2 to $5 billion (USD),4.1,4.8,0,NASD
2777,1,22,129410000000.0,0,7230000.0,-20.60,9.30,3.9,10000+ Employees,1973.0,$10+ billion (USD),3.8,4.45,1,NYSE
2778,1,94,8580000000.0,1,945460.0,44.70,9.48,3.8,10000+ Employees,1962.0,$2 to $5 billion (USD),3.55,4.35,0,NYSE
2779,1,125,2770000000.0,0,64459.99999999999,23.20,9.67,3.7,1001 to 5000 Employees,1932.0,$2 to $5 billion (USD),4.2,4.25,0,NYSE
2780,1,0,331570000.0,0,613320.0,87.40,44.40,3.3,1001 to 5000 Employees,1999.0,$100 to $500 million (USD),2.7,4.2,0,NASD
2781,1,42,2200000000.0,0,401030.0,880.50,436.60,4.4,501 to 1000 Employees,1998.0,$100 to $500 million (USD),4.3,4.7,0,NASD
2782,1,21,1610000000.0,0,598320.0,-86.70,436.60,4.1,10000+ Employees,1912.0,$2 to $5 billion (USD),4.2,4.7,0,NYSE
2783,1,43,713400000.0,1,89410.0,-225.50,25.74,3.6,1001 to 5000 Employees,1992.0,$2 to $5 billion (USD),3.15,3.45,0,NASD
2784,1,8,1430000000.0,1,143190.0,208.20,1.29,3.0,201 to 500 Employees,1994.0,$500 million to $1 billion (USD),2.35,3.65,0,NYSE
2785,1,7,854030000.0,0,123550.0,-61.50,14.89,3.8,5001 to 10000 Employees,1978.0,$1 to $2 billion (USD),3.55,3.95,0,NASD
2786,1,122,1650000000.0,0,116390.0,31.50,50.00,3.8,1001 to 5000 Employees,1999.0,$100 to $500 million (USD),3.65,3.85,0,NASD
2787,1,134,62710000.0,1,22800.0,-463.20,0.00,3.6,1001 to 5000 Employees,1880.0,$100 to $500 million (USD),3.0,1.85,0,NYSE
2788,1,38,155100000.0,1,639270.0,46.20,35.40,3.1,51 to 200 Employees,1999.0,$10 to $25 million (USD),3.1,5.0,0,NASD
2789,1,84,219130000.0,0,347990.0,38.70,0.00,3.9,501 to 1000 Employees,1996.0,$100 to $500 million (USD),2.2,4.0,0,NYSE
2790,1,78,3520000000.0,0,5440000.0,-138.50,69.20,3.4,1001 to 5000 Employees,2014.0,$100 to $500 million (USD),2.7,3.6,0,NASD
2791,1,85,21810000.0,0,360960.0,880.50,398.12,5.0,51 to 200 Employees,1993.0,$10 to $25 million (USD),5.0,5.0,0,AMEX
2792,0,42,144640000000.0,0,3700000.0,880.50,424.60,4.5,201 to 500 Employees,1970.0,$50 to $100 million (USD),4.2,5.0,0,NYSE
2793,1,121,54800000.0,0,11090000.0,-138.90,0.00,2.8,201 to 500 Employees,1993.0,$100 to $500 million (USD),1.8,0.05,0,NASD
2794,1,72,4110000000.0000005,0,869730.0,-461.80,235.70,3.5,10000+ Employees,1959.0,$1 to $2 billion (USD),2.8,3.4,0,NYSE
2795,1,29,4390000000.0,1,790.0,-1.00,0.00,3.7,10000+ Employees,1918.0,$5 to $10 billion (USD),4.45,5.0,0,AMEX
2796,0,123,13540000000.0,0,891040.0,-8.20,34.54,3.7,201 to 500 Employees,2006.0,$100 to $500 million (USD),3.0,4.6,0,NASD
2797,1,92,8680000000.0,0,1290000.0,102.00,10.35,3.5,10000+ Employees,1960.0,$2 to $5 billion (USD),3.0,3.75,1,NYSE
2798,1,17,2080000000.0,1,557160.0,880.50,630.45,5.0,1 to 50 Employees,2017.0,$100 to $500 million (USD),5.0,5.0,0,NASD
2799,1,8,8630000000.0,1,529390.0,-7.00,8.22,3.7,1001 to 5000 Employees,1968.0,$1 to $2 billion (USD),3.5,4.4,0,NASD
2800,1,17,530909999.99999994,0,1230000.0,44.00,24.60,3.6,51 to 200 Employees,1996.0,$5 to $10 million (USD),4.25,5.0,0,NASD
2801,1,101,54710000.0,0,25990.0,-61.50,0.00,3.2,201 to 500 Employees,2003.0,$100 to $500 million (USD),2.7,3.7,0,NASD
2802,1,77,5430000000.0,1,728200.0,75.00,11.62,3.4,10000+ Employees,1996.0,$5 to $10 billion (USD),3.0,3.75,0,NYSE
2803,1,121,2370000000.0,1,503240.0,31.00,465.00,4.4,501 to 1000 Employees,2008.0,$100 to $500 million (USD),4.4,4.6,0,NYSE
2804,1,91,409150000.0,1,32189.999999999996,244.90,0.00,3.9,1001 to 5000 Employees,1949.0,$1 to $2 billion (USD),3.55,3.05,0,NASD
2805,1,35,1340000000.0,1,29550000.0,-25.60,79.70,3.5,201 to 500 Employees,1996.0,Less than $1 million (USD),2.9,5.0,0,AMEX
2806,1,22,6210000000.0,1,616030.0,13.70,2.52,3.7,5001 to 10000 Employees,1890.0,$2 to $5 billion (USD),3.3,3.8,0,NYSE
2807,1,13,122150000.0,0,2540.0,33.30,0.00,3.5,51 to 200 Employees,1996.0,$25 to $50 million (USD),3.35,5.0,0,NASD
2808,1,8,146010000.0,1,122290.0,880.50,123.60,4.6,1 to 50 Employees,1996.0,$10 to $25 million (USD),5.0,5.0,0,NYSE
2809,1,127,6240000000.0,0,1940000.0,-292.70,17.50,3.7,5001 to 10000 Employees,2011.0,$500 million to $1 billion (USD),3.35,4.05,0,NASD
2810,0,76,1040000000.0,0,1110000.0,880.50,465.00,4.8,1 to 50 Employees,2015.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
2811,1,55,3260000000.0,0,2310000.0,94.60,7.93,3.1,10000+ Employees,2002.0,$2 to $5 billion (USD),2.35,3.0,0,NASD
2812,1,13,3050000000.0,0,440980.0,-3.90,10.05,3.3,1001 to 5000 Employees,1903.0,$5 to $10 billion (USD),3.35,3.9,0,NASD
2813,1,13,390390000.0,0,25680.0,770.48,360.19,4.4,51 to 200 Employees,1999.0,$50 to $100 million (USD),5.0,5.0,0,NASD
2814,1,71,690030000.0,0,1620000.0,28.10,18.40,3.2,501 to 1000 Employees,2013.0,$100 to $500 million (USD),2.55,3.15,0,NASD
2815,0,70,113120000.0,0,3400.0,73.30,0.00,3.7,1 to 50 Employees,1999.0,$100 to $500 million (USD),3.35,5.0,0,NYSE
2816,1,18,127610000.0,0,22300.0,-114.50,0.00,3.8,1001 to 5000 Employees,1992.0,$100 to $500 million (USD),3.55,3.95,0,NASD
2817,1,6,367540000.0,0,52420.0,234.70,150.48,4.3,1001 to 5000 Employees,1920.0,$100 to $500 million (USD),3.9,4.65,0,NASD
2818,1,17,28710000000.0,0,900920.0,451.20,324.50,4.0,1001 to 5000 Employees,1998.0,$100 to $500 million (USD),3.9,4.8,0,NASD
2819,1,119,1020000000.0,1,321890.0,770.48,2100.24,5.0,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
2820,1,61,40700000.0,0,495220.0,65.90,444.50,5.0,1 to 50 Employees,1996.0,$1 to $5 million (USD),5.0,5.0,0,NASD
2821,1,41,21400000.0,1,25560.0,150.70,0.00,3.3,1001 to 5000 Employees,1990.0,$100 to $500 million (USD),2.4,4.2,0,NASD
2822,1,17,1630000000.0,0,1070000.0,-6.00,465.00,4.2,51 to 200 Employees,1995.0,$25 to $50 million (USD),4.0,4.55,0,NASD
2823,1,53,6660000000.0,0,907970.0,-328.50,390.20,3.6,5001 to 10000 Employees,1984.0,$2 to $5 billion (USD),3.4,4.15,0,NASD
2824,1,124,29430000.0,0,175180.0,39.20,0.00,3.5,501 to 1000 Employees,1967.0,$100 to $500 million (USD),3.4,2.8,0,NASD
2825,1,77,3880000000.0,0,358610.0,-39.40,137.00,2.9,5001 to 10000 Employees,1996.0,$1 to $2 billion (USD),2.35,3.3,0,NASD
2826,1,17,334940000.0,0,139480.0,770.48,290.30,4.0,1 to 50 Employees,1996.0,Less than $1 million (USD),4.05,5.0,0,NASD
2827,1,87,442680000.0,1,82870.0,-209.20,0.00,2.3,1001 to 5000 Employees,1995.0,$1 to $2 billion (USD),1.1,1.2,0,NYSE
2828,1,46,1210000000.0,1,220040.0,1.50,22.02,3.0,1001 to 5000 Employees,1975.0,$500 million to $1 billion (USD),1.95,1.85,0,NASD
2829,1,13,2520000000.0,0,1480000.0,0.50,612.74,4.2,201 to 500 Employees,1988.0,$25 to $50 million (USD),4.05,3.9,0,NYSE
2830,1,78,1020000000.0,0,273140.0,3.30,25.80,3.4,51 to 200 Employees,2008.0,$5 to $10 million (USD),3.05,5.0,0,NASD
2831,0,129,11230000000.0,1,4310000.0,112.10,36.97,3.5,10000+ Employees,1996.0,$10+ billion (USD),3.2,4.6,0,NYSE
2832,1,22,127370000.0,1,261940.0,-8.60,0.00,3.3,51 to 200 Employees,1996.0,$10 to $25 million (USD),1.7,1.75,0,NASD
2833,1,78,431890000.0,0,735660.0,31.90,58.50,3.1,51 to 200 Employees,2006.0,$10 to $25 million (USD),1.55,1.45,0,NASD
2834,1,1,59140000.0,0,18980.0,217.70,0.00,3.0,501 to 1000 Employees,1913.0,$100 to $500 million (USD),3.15,5.0,0,AMEX
2835,0,130,607050000.0,1,465440.0,-43.10,44.44,3.7,1001 to 5000 Employees,1996.0,$10+ billion (USD),3.65,4.4,0,NASD
2836,0,75,3560000000.0,1,942150.0,166.00,6.00,3.4,10000+ Employees,1910.0,$5 to $10 billion (USD),2.9,3.35,0,NYSE
2837,1,17,483040000.0,0,266870.0,893.70,5.33,3.6,1 to 50 Employees,1996.0,$10 to $25 million (USD),3.7,0.0,0,NASD
2838,1,65,4380000000.0,1,218820.0,-9.70,-1.34,3.7,1001 to 5000 Employees,1926.0,$1 to $2 billion (USD),3.5,4.5,0,NASD
2839,0,26,318090000.0,0,49810.0,-40.90,35.87,3.2,51 to 200 Employees,1996.0,$100 to $500 million (USD),2.0,4.15,0,NASD
2840,1,78,1710000000.0,0,312100.0,37.10,2100.24,5.0,201 to 500 Employees,2007.0,$50 to $100 million (USD),5.0,5.0,0,NASD
2841,0,119,2180000000.0,1,433740.0,25.00,12.79,3.6,201 to 500 Employees,1996.0,$100 to $500 million (USD),3.85,3.95,0,NASD
2842,1,17,156030000.0,1,708530.0,63.50,-8.30,1.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),0.0,5.0,0,NASD
2843,1,18,25580000000.0,0,21740000.0,-84.20,20.00,3.8,1001 to 5000 Employees,1990.0,$2 to $5 billion (USD),3.15,4.4,0,NASD
2844,1,105,3090000000.0,0,1890000.0,-76.60,26.77,3.9,201 to 500 Employees,1965.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
2845,1,60,7310000000.0,1,336600.0,51.40,2.05,3.9,1001 to 5000 Employees,2000.0,$100 to $500 million (USD),3.55,4.4,0,NYSE
2846,1,119,2210000000.0,1,150730.0,6.80,35.63,3.8,51 to 200 Employees,2005.0,$50 to $100 million (USD),3.1,5.0,0,NASD
2847,1,13,29080000000.0,0,493480.0,5.20,501.26,4.2,1001 to 5000 Employees,1983.0,$1 to $2 billion (USD),4.2,4.7,1,NASD
2848,1,72,3610000000.0,1,1390000.0,-336.90,390.20,3.6,1001 to 5000 Employees,1961.0,$1 to $2 billion (USD),3.45,4.25,0,NYSE
2849,1,138,2910000000.0,0,2180000.0,93.90,4.81,3.6,501 to 1000 Employees,1969.0,$500 million to $1 billion (USD),3.7,2.85,0,NYSE
2850,0,130,14390000000.0,1,514190.00000000006,-6.70,6.24,3.8,10000+ Employees,1971.0,$5 to $10 billion (USD),3.6,3.8,0,NYSE
2851,1,142,1850000000.0,1,88670.0,160.80,465.00,4.1,201 to 500 Employees,1985.0,$100 to $500 million (USD),3.25,3.0,0,NYSE
2852,1,39,1600000000.0,0,982080.0,-127.90,0.00,3.3,1001 to 5000 Employees,1997.0,$500 million to $1 billion (USD),2.9,3.2,0,NYSE
2853,1,42,7520000000.0,1,22260000.0,-474.80,35.40,3.9,51 to 200 Employees,2012.0,$100 to $500 million (USD),3.5,3.95,0,NYSE
2854,0,130,20190000000.0,0,350560.0,68.70,53.60,3.8,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),3.5,4.95,0,NYSE
2855,1,105,1760000000.0,1,1970000.0,-142.80,424.60,4.1,501 to 1000 Employees,1981.0,$100 to $500 million (USD),4.55,4.9,0,NYSE
2856,1,51,6980000000.0,1,1670000.0,-76.30,28.36,3.5,5001 to 10000 Employees,1992.0,$5 to $10 billion (USD),3.1,3.55,0,NYSE
2857,1,113,2850000000.0,0,390170.0,45.70,20.43,3.6,5001 to 10000 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
2858,1,119,1190000000.0,0,452530.0,-25.60,212.82,2.8,501 to 1000 Employees,2017.0,$100 to $500 million (USD),1.2,3.35,0,NASD
2859,1,3,2240000000.0,0,314590.0,770.48,415.00,4.0,10000+ Employees,1972.0,$2 to $5 billion (USD),4.0,4.3,0,NASD
2860,1,119,6240000000.0,0,305320.0,770.48,297.60,4.5,1001 to 5000 Employees,1996.0,$500 million to $1 billion (USD),4.6,4.95,0,NASD
2861,1,85,43820000000.0,1,13180000.0,-3.40,43.01,3.8,10000+ Employees,1926.0,$10+ billion (USD),3.55,4.15,1,NYSE
2862,1,85,832610000.0,0,1240000.0,58.80,297.60,4.1,501 to 1000 Employees,2001.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
2863,1,13,275500000.0,0,116610.0,34.00,471.95,4.1,1 to 50 Employees,1996.0,$5 to $10 million (USD),2.65,3.7,0,NASD
2864,0,63,29380000000.0,0,556920.0,-6.90,7.89,3.7,201 to 500 Employees,1996.0,$2 to $5 billion (USD),4.0,5.0,0,NYSE
2865,1,103,5510000000.0,1,1060000.0,204.80,380.10,4.0,1001 to 5000 Employees,1997.0,$1 to $2 billion (USD),2.9,4.6,0,NYSE
2866,1,42,131949999.99999999,1,2400000.0,-57.80,23.70,2.7,1 to 50 Employees,1996.0,Less than $1 million (USD),2.0,5.0,0,NASD
2867,0,17,274560000.0,1,48900.0,770.48,398.12,5.0,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
2868,1,92,4430000000.0,0,333960.0,59.50,5.00,3.4,5001 to 10000 Employees,1987.0,$2 to $5 billion (USD),2.9,3.2,0,NASD
2869,1,33,6100000000.0,0,4430000.0,72.50,17.00,3.5,1001 to 5000 Employees,1973.0,$1 to $2 billion (USD),3.45,4.2,0,NASD
2870,1,56,1080000000.0,0,184070.0,5.90,17.86,3.2,51 to 200 Employees,1996.0,$10 to $25 million (USD),5.0,5.0,0,NASD
2871,1,68,3150000000.0,0,1620000.0,-126.60,50.65,3.3,1001 to 5000 Employees,1985.0,$100 to $500 million (USD),2.7,3.5,0,NYSE
2872,1,17,45340000.0,1,1640000.0,76.60,360.19,5.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
2873,1,84,2440000000.0,0,3780000.0,-304.60,306.30,3.1,501 to 1000 Employees,1908.0,$2 to $5 billion (USD),3.05,2.25,0,NYSE
2874,1,121,8670000000.0,0,1250000.0,-12.20,33.30,3.8,1001 to 5000 Employees,2005.0,$100 to $500 million (USD),3.1,4.15,0,NYSE
2875,1,13,405000000.0,1,16580.0,-4.70,-19.90,2.5,201 to 500 Employees,1996.0,$50 to $100 million (USD),2.85,2.85,0,NASD
2876,1,13,357250000.0,0,34590.0,-14.30,150.48,4.3,51 to 200 Employees,2012.0,$25 to $50 million (USD),4.1,4.5,0,NASD
2877,1,27,1700000000.0,0,242520.0,-14.70,34.24,2.5,1001 to 5000 Employees,1993.0,$2 to $5 billion (USD),1.35,1.2,0,NASD
2878,1,144,183570000.0,0,252310.0,939.30,595.21,4.4,51 to 200 Employees,1996.0,$25 to $50 million (USD),4.15,4.15,0,NASD
2879,0,12,47660000000.0,1,1320000.0,-26.90,0.00,3.5,10000+ Employees,1996.0,$10+ billion (USD),2.9,4.5,0,NYSE
2880,1,2,10820000000.0,1,399560.0,770.48,354.50,4.0,5001 to 10000 Employees,1868.0,$5 to $10 billion (USD),4.05,4.55,0,NYSE
2881,1,19,105180000.0,1,30870.0,35.70,0.00,3.7,201 to 500 Employees,1960.0,$25 to $50 million (USD),3.85,5.0,0,NASD
2882,1,87,180500000.0,1,39150.0,201.00,240.00,3.6,201 to 500 Employees,2009.0,$100 to $500 million (USD),2.65,4.35,0,NYSE
2883,1,13,296170000.0,0,14420.0,4.00,30.30,3.9,201 to 500 Employees,1987.0,$50 to $100 million (USD),5.0,5.0,0,NASD
2884,1,17,670120000.0,0,215140.0,-80.90,0.00,3.6,1 to 50 Employees,1996.0,$1 to $5 million (USD),3.25,5.0,0,NASD
2885,1,11,996350000.0,1,148100.0,16.40,7.13,3.9,1001 to 5000 Employees,1919.0,$1 to $2 billion (USD),3.7,4.7,0,NYSE
2886,1,91,3420000000.0,1,577970.0,770.48,373.30,4.0,201 to 500 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NASD
2887,1,121,277590000.0,1,502740.0,-66.00,436.60,4.1,51 to 200 Employees,1982.0,$25 to $50 million (USD),4.0,4.55,0,NASD
2888,1,119,4120000000.0,1,407820.0,91.80,17.86,3.8,1001 to 5000 Employees,1960.0,$500 million to $1 billion (USD),3.8,4.5,0,NASD
2889,0,70,1440000000.0,1,432310.0,-28.90,436.60,4.1,1 to 50 Employees,2008.0,$100 to $500 million (USD),3.85,4.45,0,NYSE
2890,1,134,11580000000.0,1,415960.0,-7.80,5.00,3.7,10000+ Employees,1920.0,$2 to $5 billion (USD),3.3,3.8,1,NYSE
2891,1,70,94050000000.0,1,21590000.0,13.60,424.60,4.2,1001 to 5000 Employees,2011.0,$100 to $500 million (USD),4.1,4.5,0,NYSE
2892,1,52,2410000000.0,1,472770.0,81.60,5.04,3.5,1001 to 5000 Employees,1987.0,$1 to $2 billion (USD),2.75,3.7,0,NASD
2893,1,121,109510000.0,1,404420.0,65.50,69.40,3.7,1001 to 5000 Employees,2000.0,$100 to $500 million (USD),3.7,4.15,0,NASD
2894,1,3,2230000000.0,1,488790.0,-80.40,225.20,2.9,1001 to 5000 Employees,1982.0,$100 to $500 million (USD),1.8,3.35,0,NASD
2895,1,85,120090000.0,1,316400.0,-10.50,64.10,2.3,201 to 500 Employees,2011.0,$100 to $500 million (USD),0.0,5.0,0,NASD
2896,0,38,1680000000.0,1,227710000.0,-63.70,100.00,2.3,51 to 200 Employees,1996.0,$100 to $500 million (USD),0.65,0.7,0,NASD
2897,1,33,132280000.0,1,58810.0,419.50,0.00,3.2,1001 to 5000 Employees,1996.0,$100 to $500 million (USD),1.95,2.0,0,NASD
2898,0,78,18390000000.0,0,719930.0,770.48,436.60,4.0,10000+ Employees,1856.0,$2 to $5 billion (USD),4.0,4.65,0,NYSE
2899,1,38,15990000.0,0,293920.0,-84.40,0.00,2.7,51 to 200 Employees,1996.0,$10 to $25 million (USD),0.3,0.0,0,NASD
2900,1,121,76370000000.0,1,4139999.9999999995,-202.20,465.00,4.2,1001 to 5000 Employees,2012.0,$100 to $500 million (USD),4.25,4.65,0,NYSE
2901,0,86,77250000000.0,1,128590.0,43.00,30.30,3.6,10000+ Employees,1996.0,$10+ billion (USD),3.7,4.5,0,NYSE
2902,1,122,40410000000.0,0,879250.0,23.60,444.50,4.1,10000+ Employees,1986.0,$2 to $5 billion (USD),4.25,4.75,1,NASD
2903,1,17,354040000.0,0,133590.0,1.70,372.60,4.0,1 to 50 Employees,2018.0,$100 to $500 million (USD),0.0,5.0,0,NASD
2904,1,13,6300000000.0,0,886210.0,35.00,444.50,3.6,5001 to 10000 Employees,1888.0,$1 to $2 billion (USD),3.95,3.25,0,NYSE
2905,1,61,5990000000.0,0,323790.0,4.90,5.74,3.9,10000+ Employees,1980.0,$10+ billion (USD),3.95,4.8,0,NYSE
2906,0,37,133070000000.0,0,1250000.0,324.80,16.22,3.9,10000+ Employees,1973.0,$10+ billion (USD),4.1,4.5,0,NASD
2907,1,140,65080000000.0,0,3930000.0,-34.90,352.50,4.3,10000+ Employees,1945.0,$10+ billion (USD),4.5,4.6,1,NYSE
2908,0,70,3260000000.0,0,592210.0,-224.60,19.44,3.8,201 to 500 Employees,1996.0,$100 to $500 million (USD),2.95,5.0,0,NYSE
2909,1,85,422780000.0,0,309220.0,-158.90,390.20,3.2,51 to 200 Employees,2014.0,$100 to $500 million (USD),2.3,5.0,0,NYSE
2910,0,123,563450000.0,1,2390000.0,-125.70,109.79,2.5,1001 to 5000 Employees,1996.0,$1 to $2 billion (USD),1.6,1.55,0,NYSE
2911,1,92,6490000000.0,1,383970.0,-28.90,5.71,3.9,10000+ Employees,1899.0,$5 to $10 billion (USD),3.65,4.35,0,NYSE
2912,1,26,40220000.0,1,2740000.0,53.40,34.30,3.6,501 to 1000 Employees,1999.0,$5 to $10 million (USD),2.9,3.65,0,NASD
2913,1,31,4010000000.0,0,2520000.0,-298.90,465.00,4.2,1001 to 5000 Employees,2002.0,$500 million to $1 billion (USD),4.1,4.85,0,NASD
2914,0,31,118170000000.0,0,771080.0,103.10,444.50,4.1,10000+ Employees,1946.0,$10+ billion (USD),4.1,4.6,0,NYSE
2915,0,122,651620000.0,1,36800000.0,106.80,0.00,3.6,10000+ Employees,1985.0,$1 to $2 billion (USD),3.6,4.45,0,NYSE
2916,1,124,728450000.0,0,88690.0,-473.50,68.58,3.3,10000+ Employees,1929.0,$100 to $500 million (USD),3.0,3.65,0,NASD
2917,1,59,3480000000.0,0,274800.0,150.30,30.30,3.4,10000+ Employees,1906.0,$2 to $5 billion (USD),3.1,3.75,0,NYSE
2918,0,117,26020000.0,0,3400000.0,36.50,2100.24,5.0,51 to 200 Employees,1988.0,$100 to $500 million (USD),5.0,5.0,0,NASD
2919,1,1,8940000000.0,0,19790000.0,-166.00,48.20,3.2,501 to 1000 Employees,2004.0,$100 to $500 million (USD),2.6,1.9,0,NYSE
2920,1,13,419670000.0,1,19190.0,44.20,373.30,4.0,10000+ Employees,1837.0,$10+ billion (USD),3.95,4.1,0,NASD
2921,1,105,41270000000.0,1,2690000.0,-47.30,8.44,3.2,5001 to 10000 Employees,1993.0,$5 to $10 billion (USD),2.65,2.55,1,NYSE
2922,1,49,92740000000.0,1,1310000.0,12.40,471.95,4.5,1 to 50 Employees,1996.0,$100 to $500 million (USD),2.45,5.0,1,NYSE
2923,1,141,931180000.0,0,368260.0,12.00,30.30,3.2,1001 to 5000 Employees,1996.0,$1 to $2 billion (USD),2.05,2.6,0,NYSE
2924,0,123,172110000.0,0,840570.0,65.80,0.00,3.4,10000+ Employees,1980.0,$1 to $2 billion (USD),3.45,4.45,0,NASD
2925,1,122,21090000000.0,0,2300000.0,-156.50,465.00,4.2,5001 to 10000 Employees,2003.0,$1 to $2 billion (USD),4.0,4.7,0,NASD
2926,0,121,1480000000.0,0,124540.0,25.00,13.18,3.7,1001 to 5000 Employees,1982.0,$100 to $500 million (USD),3.75,4.65,0,NASD
2927,0,66,1580000000.0,0,504170.0,-29.00,0.00,3.0,1 to 50 Employees,1996.0,$100 to $500 million (USD),5.0,5.0,0,NYSE
2928,1,130,201240000.0,0,133960.0,-312.10,0.00,3.4,501 to 1000 Employees,1984.0,$100 to $500 million (USD),3.3,3.95,0,NASD
2929,0,70,47790000000.0,0,1480000.0,-201.30,501.26,4.2,5001 to 10000 Employees,2006.0,$100 to $500 million (USD),4.3,4.75,0,NYSE
2930,1,17,680420000.0,0,2600000.0,-12.50,47.70,2.9,51 to 200 Employees,1987.0,$100 to $500 million (USD),2.0,4.2,0,NASD
2931,1,1,5090000000.0,0,2000000.0,-265.70,104.60,3.7,10000+ Employees,2005.0,$5 to $10 billion (USD),3.35,4.15,0,NYSE
2932,1,17,445670000.0,0,154710.0,5.00,444.50,5.0,51 to 200 Employees,2013.0,$5 to $10 million (USD),5.0,5.0,0,NASD
2933,1,122,3450000000.0,0,141230.0,34.20,360.19,4.3,1001 to 5000 Employees,1982.0,$100 to $500 million (USD),4.55,4.85,0,NASD
2934,1,121,4730000000.0,0,502930.0,48.60,382.40,4.8,501 to 1000 Employees,2010.0,$50 to $100 million (USD),4.75,4.9,0,NASD
2935,1,50,678190000.0,0,291440.0,-30.00,8.29,3.3,10000+ Employees,1996.0,$5 to $10 billion (USD),2.55,3.45,0,NASD
2936,1,72,775790000.0,0,596590.0,343.50,-18.75,3.3,1001 to 5000 Employees,1996.0,$500 million to $1 billion (USD),3.05,2.9,0,NASD
2937,1,123,4470000000.0,0,4090000.0,136.70,124.05,3.7,5001 to 10000 Employees,1985.0,$2 to $5 billion (USD),3.6,3.75,0,NASD
